ID,SMILES,Screening,Enzyme activity (%),pIC50,pEC50,pCC50,Crystal structure,Tanimoto_brequinar,Tanimoto_teriflunomida,Tanimoto_H3D-003181,Tanimoto_QHM-0001063,Tanimoto_QHM-0000370,Tanimoto_QHM-0000001,Tanimoto_2D
H3D-003181,OC(=O)c1ccccc1NC(=O)CNc1ccccc1C(F)(F)F,VS,,"6,040958608","5,886056648",4,,0.32075471698113206,0.5098039215686274,1.0,0.3448275862068966,0.391304347826087,0.2413793103448276,0.3137254901960784
H3D-001915,OC(=O)c1ccccc1NC(=O)CNc1ccc(cc1)C(F)(F)F,VS,,"5,619788758","5,508638306",4,,0.32075471698113206,0.5098039215686274,1.0,0.3448275862068966,0.391304347826087,0.2413793103448276,0.3137254901960784
H3D-003186,OC(=O)c1ccccc1NC(=O)CNc1ccccc1OC(F)(F)F,VS,,"5,585026652","5,619788758","4,000869459",,0.288135593220339,0.48214285714285715,0.8775510204081632,0.3770491803278688,0.34615384615384615,0.2786885245901639,0.2807017543859649
H3D-001919,OC(=O)c1ccccc1NC(=O)COc1ccc(cc1)Br,VS,,"5,13076828",ND,ND,,0.3090909090909091,0.4107142857142857,0.660377358490566,0.3559322033898305,0.3469387755102041,0.32142857142857145,0.3018867924528302
H3D-002843,OC(=O)c1ccccc1NC(=O)CNc1ccc(cc1)F,VS,,"5,113509275",ND,ND,,0.35294117647058826,0.46153846153846156,0.9318181818181818,0.3275862068965517,0.4,0.24561403508771928,0.3469387755102041
H3D-001700,OC(=O)c1ccccc1NC(=O)CCc1ccc(cc1)C(F)(F)F,VS,,"5,022276395",ND,ND,,0.3469387755102041,0.5208333333333334,0.782608695652174,0.34545454545454546,0.3953488372093023,0.2830188679245283,0.3404255319148936
H3D-001719,OC(=O)c1ccccc1NC(=O)CNc1ccc(cc1)Br,VS,,"4,863279433",ND,ND,,0.3269230769230769,0.4339622641509434,0.8888888888888888,0.3275862068965517,0.4,0.24561403508771928,0.32
H3D-003213,OC(=O)c1ccccc1NC(=O)CNC1CCc2ccccc2C1,VS,,"4,853871964",ND,ND,,0.2857142857142857,0.3620689655172414,0.76,0.3559322033898305,0.375,0.2982456140350877,0.2777777777777778
H3D-003450,OC(=O)c1ccccc1NC(=O)CN1CCOc2ccccc21,VS,,"4,522878745",ND,ND,,0.2923076923076923,0.3188405797101449,0.5625,0.3939393939393939,0.3,0.2463768115942029,0.2857142857142857
H3D-001733,OC(=O)c1ccccc1NC(=O)COc1ccc(nc1)Br,VS,,"4,431798276",ND,ND,,0.375,0.4,0.631578947368421,0.4406779661016949,0.33962264150943394,0.29508196721311475,0.37037037037037035
H3D-003550,OC(=O)C1=C(CCCC1)NC(=O)CNc1ccc(cc1)Br,VS,,"4,229147988",ND,ND,,0.24193548387096775,0.4482758620689655,0.6909090909090909,0.26865671641791045,0.3148148148148148,0.27419354838709675,0.2542372881355932
H3D-003503,OC(=O)c1ccccc1NC(=O)CN1CCN(CC1)c1ccc(cn1)C(F)(F)F,VS,,"4,200659451",ND,ND,,0.3384615384615385,0.38235294117647056,0.6612903225806451,0.39705882352941174,0.2857142857142857,0.18666666666666668,0.3333333333333333
H3D-003502,OC(=O)c1ccccc1NC(=O)CN1CCN(CC1)c1ccc(cn1)Br,VS,,"4,15490196",ND,ND,,0.34375,0.32857142857142857,0.59375,0.38235294117647056,0.2903225806451613,0.1891891891891892,0.3387096774193548
H3D-003188,OC(=O)c1ccccc1NC(=O)CNCc1ccc(nc1)C(F)(F)F,VS,,"3,841637508",ND,ND,,0.3684210526315789,0.46551724137931033,0.8431372549019608,0.4098360655737705,0.3333333333333333,0.21212121212121213,0.36363636363636365
H3D-003549,OC(=O)C1=C(CCCC1)NC(=O)CNc1ccc(cc1)F,VS,,"3,494850022",ND,ND,,0.26229508196721313,0.47368421052631576,0.7222222222222222,0.26865671641791045,0.3148148148148148,0.27419354838709675,0.27586206896551724
H3D-003308,OC(=O)c1ccccc1NC(=O)N1CCN(CC1)c1ccc(cc1)F,VS,,"3,468521083",ND,ND,,0.36666666666666664,0.36923076923076925,0.5555555555555556,0.38461538461538464,0.288135593220339,0.2,0.3620689655172414
H3D-002856,O=C(CNc1c(F)cccc1F)Nc1ccccc1C(=O)[O-],VS,,"5,534617149","5,408935393",ND,Y,0.3877551020408163,0.41509433962264153,0.8666666666666667,0.3333333333333333,0.4090909090909091,0.22807017543859648,0.32653061224489793
H3D-003820,Nc1c(cnn1-c1ccc(cc1)F)C(=O)NCCc1ccncc1,VS,80,,,,,0.3333333333333333,0.3384615384615385,0.5,0.4426229508196721,0.34545454545454546,0.1232876712328767,0.3050847457627119
H3D-003512,OC(=O)c1cccc(c1O)NC(=O)CNc1ccc(cc1)F,VS,90,,,,,0.32142857142857145,0.44642857142857145,0.8,0.3442622950819672,0.36,0.3103448275862069,0.3148148148148148
H3D-001682,OC(=O)c1ccc(cc1NC(=O)CCc1ccc(cc1)-c1ccc(cc1)Cl)F,VS,23,,,,,0.3958333333333333,0.45098039215686275,0.6938775510204082,0.3392857142857143,0.38636363636363635,0.2777777777777778,0.391304347826087
H3D-001697,CCOC(=O)c1ccccc1NC(=O)NCc1ccc(cc1)Br,VS,89,,,,,0.34615384615384615,0.4,0.5925925925925926,0.3684210526315789,0.391304347826087,0.2631578947368421,0.28846153846153844
H3D-001699,CCOC(=O)c1ccccc1NC(=O)CCc1ccccc1Br,VS,50,,,,,0.3673469387755102,0.37037037037037035,0.5961538461538461,0.29310344827586204,0.38636363636363635,0.2777777777777778,0.30612244897959184
H3D-002845,Oc1ccccc1NC(=O)CNc1ccc(cc1)Br,VS,100,,,,,0.3076923076923077,0.41509433962264153,0.7142857142857143,0.38181818181818183,0.4090909090909091,0.2727272727272727,0.3
H3D-000374,CC(C)(C)NC(=O)c1ccc(F)c(-c2ccc3ncc(-c4ccc(S(C)(=O)=O)cc4)n3n2)c1,VS,113,,,,,0.36363636363636365,0.2597402597402597,0.30864197530864196,0.3424657534246575,0.23529411764705882,0.21052631578947367,0.3181818181818182
H3D-003130,O=C(C[NH+]1CCN(c2ccc(F)cc2)CC1)Nc1ccccc1C(=O)[O-],VS,80,,,,,0.3770491803278688,0.3188405797101449,0.639344262295082,0.35294117647058826,0.3,0.1780821917808219,0.32786885245901637
H3D-003308,O=C([O-])c1ccccc1NC(=O)N1CCN(c2ccc(F)cc2)CC1,VS,71,,,,,0.40350877192982454,0.3181818181818182,0.5,0.375,0.27586206896551724,0.18840579710144928,0.3508771929824561
H3D-005516,Cc1cc2nc(C(=O)NCCO)cc(-n3nccc3C)c2c(C)c1-c1ccc(CN2CCOC2=O)cc1,VS,105,,,,,0.29333333333333333,0.2682926829268293,0.4868421052631579,0.4,0.2638888888888889,0.25316455696202533,0.2702702702702703
H3D-006902,Cc1cc2nc(CO)cc(-n3nccc3C)c2c(C)c1-c1ccc(CN2CCOCC2)cc1,VS,104,,,,,0.3333333333333333,0.20833333333333334,0.3333333333333333,0.31343283582089554,0.21311475409836064,0.22388059701492538,0.3050847457627119
H3D-008198,Cc1cc2nc(C(=O)NCC(=O)[O-])cc(-n3nccc3C)c2c(C)c1-c1ccncc1,VS,74,,,,,0.4107142857142857,0.2835820895522388,0.484375,0.4262295081967213,0.32727272727272727,0.265625,0.3333333333333333
H3D-008521,Cc1cc2nc(C(=O)NCC(=O)[O-])cc(-c3ccccc3F)c2c(C)c1-c1ccncc1,VS,98,,,,,0.6136363636363636,0.3220338983050847,0.5818181818181818,0.4107142857142857,0.32653061224489793,0.30357142857142855,0.5111111111111111
H3D-013381,CNC(=O)c1cc(-n2nccc2C)c2c(C)c(-c3ccc(CO[C@@H]4CCNC4=O)cc3)c(C)cc2n1,VS,83,,,,,0.28378378378378377,0.275,0.44155844155844154,0.410958904109589,0.2714285714285714,0.29333333333333333,0.24324324324324326
H3D-005797,COCCn1ccc(-c2c(C)cc3nc(C(=O)NCC(=O)[O-])cc(-c4ccccc4F)c3c2C)cc1=O,VS,94,,,,,0.42857142857142855,0.24358974358974358,0.4520547945205479,0.3611111111111111,0.23529411764705882,0.2777777777777778,0.359375
H3D-007277,Cc1cc2nc(C(=O)NCC(=O)[O-])cc(-n3nccc3C)c2c(C)c1-c1ccc(CN2CCOCC2)cc1,VS,99,,,,,0.34328358208955223,0.24358974358974358,0.43243243243243246,0.3611111111111111,0.2727272727272727,0.22666666666666666,0.27941176470588236
H3D-008418,Cc1cc2nc(C(=O)NCC(=O)[O-])cc(-c3ccccc3F)c2c(C)c1-c1ccc(CN2CCOCC2)cc1,VS,98,,,,,0.46551724137931033,0.2602739726027397,0.4852941176470588,0.32857142857142857,0.25396825396825395,0.24285714285714285,0.3898305084745763
LabMol-411,O=C(Nc1ccc2oc(-c3ccccc3F)nc2c1)c1ccc(Cl)c([N+](=O)[O-])c1,VS,82,,,,,0.39655172413793105,0.31343283582089554,0.36619718309859156,0.390625,0.29310344827586204,0.2028985507246377,0.3448275862068966
LabMol-412,CC(C)Oc1ccccc1NC(=O)CSc1nnc(-c2cccc(F)c2)n1-c1ccccc1,VS,90,,,,,0.3235294117647059,0.3287671232876712,0.43243243243243246,0.4,0.2727272727272727,0.22666666666666666,0.27941176470588236
LabMol-413,COc1cccc(NC(=O)CN(c2ccccc2F)S(=O)(=O)c2ccc(C)cc2)c1,VS,52,,,,,0.24,0.3333333333333333,0.5138888888888888,0.27848101265822783,0.2608695652173913,0.23376623376623376,0.2
LabMol-416,O=C(COc1ccccc1[N+](=O)[O-])Nc1ccc2oc(-c3ccccc3F)nc2c1,VS,89,,,,,0.34782608695652173,0.2987012987012987,0.4155844155844156,0.3835616438356164,0.24285714285714285,0.26666666666666666,0.30434782608695654
LabMol-418,O=C(COc1ccc(Cl)cc1Cl)Nc1ccc2c(c1)C(=O)c1ccccc1C2=O,VS,98,,,,,0.35294117647058826,0.3333333333333333,0.5454545454545454,0.375,0.3404255319148936,0.36538461538461536,0.32
LabMol-419,Cc1nn(-c2ccccc2)c(OC(=O)C(C)C)c1Sc1ccccc1[N+](=O)[O-],VS,76,,,,,0.29411764705882354,0.25,0.31645569620253167,0.37142857142857144,0.26153846153846155,0.2328767123287671,0.2318840579710145
LabMol-420,O=C(Nc1ccc2oc(-c3ccccc3Cl)nc2c1)c1ccc(N2CCCC2)c([N+](=O)[O-])c1,VS,75,,,,,0.3142857142857143,0.2692307692307692,0.38461538461538464,0.35135135135135137,0.2463768115942029,0.175,0.2714285714285714
LabMol-422,C=CCn1c(SCC(=O)Nc2ccc(Br)cc2F)nnc1-c1ccccc1Cl,VS,107,,,,,0.2835820895522388,0.2916666666666667,0.4166666666666667,0.36231884057971014,0.2698412698412698,0.1282051282051282,0.25757575757575757
LabMol-423,C=CCn1c(SCC(=O)Nc2ccc(F)cc2F)nnc1-c1ccccc1O,VS,96,,,,,0.2916666666666667,0.3698630136986301,0.47297297297297297,0.4225352112676056,0.2608695652173913,0.20253164556962025,0.2857142857142857
LabMol-424,C=CCn1c(SCC(=O)Nc2cc([N+](=O)[O-])ccc2C)nnc1-c1ccccc1Cl,VS,99,,,,,0.27631578947368424,0.2682926829268293,0.3950617283950617,0.3125,0.2465753424657534,0.16470588235294117,0.22077922077922077
LabMol-425,C=CCn1c(SCC(=O)Nc2cc(C)c(C)cc2Br)nnc1-c1ccccc1Cl,VS,103,,,,,0.27941176470588236,0.2876712328767123,0.3918918918918919,0.35714285714285715,0.2857142857142857,0.15584415584415584,0.23529411764705882
LabMol-426,C=CCn1c(SCC(=O)Nc2ccc(F)c(F)c2F)nnc1-c1ccccc1O,VS,48,,,,,0.2916666666666667,0.3698630136986301,0.47297297297297297,0.4225352112676056,0.2608695652173913,0.20253164556962025,0.2857142857142857
LabMol-427,C=CCn1c(SCC(=O)Nc2cccc(OC)c2)nnc1-c1ccccc1F,VS,55,,,,,0.3055555555555556,0.3466666666666667,0.42857142857142855,0.3972602739726027,0.2571428571428571,0.2,0.2638888888888889
LabMol-428,C=CCn1c(SCC(=O)Nc2ccc(Br)c(Cl)c2)nnc1-c1ccccc1F,VS,40,,,,,0.2835820895522388,0.2916666666666667,0.4166666666666667,0.36231884057971014,0.2698412698412698,0.1282051282051282,0.25757575757575757
LabMol-429,C=CCn1c(SCC(=O)Nc2ccc(Cl)cc2C)nnc1-c1ccccc1F,VS,95,,,,,0.30303030303030304,0.30985915492957744,0.4166666666666667,0.36231884057971014,0.2903225806451613,0.14285714285714285,0.25757575757575757
LabMol-430,C=CCn1c(SCC(=O)Nc2ccc(OCC)cc2)nnc1-c1ccccc1F,VS,98,,,,,0.3055555555555556,0.32894736842105265,0.41025641025641024,0.3783783783783784,0.2571428571428571,0.2,0.2638888888888889
LabMol-432,C=CCn1c(SCC(=O)Nc2cccc(C(F)(F)F)c2)nnc1-c1ccccc1F,VS,75,,,,,0.2878787878787879,0.3142857142857143,0.44285714285714284,0.36764705882352944,0.27419354838709675,0.12987012987012986,0.26153846153846155
LabMol-434,CCn1c(SCC(=O)Nc2ccc(Br)cc2C(C)C)nnc1-c1ccccc1F,VS,77,,,,,0.29411764705882354,0.28378378378378377,0.40540540540540543,0.352112676056338,0.28125,0.15384615384615385,0.25
LabMol-435,C=CCn1c(SCC(=O)Nc2c(F)cc(F)cc2Br)nnc1-c1ccccc1F,VS,98,,,,,0.2878787878787879,0.29577464788732394,0.4225352112676056,0.36764705882352944,0.27419354838709675,0.12987012987012986,0.26153846153846155
LabMol-436,C=CCn1c(SCC(=O)Nc2ccc(Br)cc2C(C)C)nnc1-c1ccccc1F,VS,99,,,,,0.29411764705882354,0.3013698630136986,0.40540540540540543,0.352112676056338,0.28125,0.16883116883116883,0.25
LabMol-437,COC(=O)c1cc(OC)c(OC)cc1NC(=O)c1ccc(-c2ccccc2F)o1,VS,98,,,,,0.4117647058823529,0.38596491228070173,0.4666666666666667,0.3793103448275862,0.3469387755102041,0.32142857142857145,0.35294117647058826
LabMol-438,CCCCn1c(C)cn2c3c(=O)n(Cc4ccccc4F)c(=O)n(C)c3nc12,VS,97,,,,,0.34328358208955223,0.27631578947368424,0.37662337662337664,0.42028985507246375,0.21739130434782608,0.2602739726027397,0.29850746268656714
LabMol-439,Cn1c(=O)c2c(ncn2CC(=O)Nc2ccc3oc(-c4ccccc4F)nc3c2)n(C)c1=O,VS,60,,,,,0.3582089552238806,0.3424657534246575,0.4861111111111111,0.47761194029850745,0.26865671641791045,0.273972602739726,0.31343283582089554
LabMol-440,COc1ccc(S(=O)(=O)Nc2c(F)cccc2F)cc1C(=O)NC(C)C,VS,95,,,,,0.2535211267605634,0.391304347826087,0.4,0.3108108108108108,0.296875,0.2638888888888889,0.2112676056338028
LabMol-441,COc1cc(F)ccc1-c1ccc(=O)n(CC(=O)Nc2cccc(SC)c2)n1,VS,70,,,,,0.35384615384615387,0.3380281690140845,0.5072463768115942,0.4117647058823529,0.28125,0.25,0.3076923076923077
LabMol-442,CCC(CC)C(=O)N1CCc2c(cnc(C)c2CNC(=O)c2ccccc2F)C1,VS,60,,,,,0.40350877192982454,0.27941176470588236,0.391304347826087,0.35384615384615387,0.27586206896551724,0.24242424242424243,0.3508771929824561
LabMol-443,CCCN1CCN(C(=O)c2cc(NC(C)=O)c3c(c2)nc(-c2ccccc2F)n3CC)CC1,VS,99,,,,,0.38095238095238093,0.2876712328767123,0.3918918918918919,0.39705882352941174,0.2857142857142857,0.20270270270270271,0.3333333333333333
LabMol-444,CCn1c(-c2ccccc2F)nc2cc(NC(C)=O)cc(C(=O)NC(C)C)c21,VS,99,,,,,0.4107142857142857,0.36507936507936506,0.46153846153846156,0.4745762711864407,0.35185185185185186,0.24615384615384617,0.35714285714285715
LabMol-445,CSc1cccc(NC(=O)c2cc(NCc3ccccc3F)cc(S(=O)(=O)N3CCCC3)c2)c1,VS,63,,,,,0.2602739726027397,0.3026315789473684,0.44,0.26582278481012656,0.2835820895522388,0.16049382716049382,0.2191780821917808
QHM-0000936,CCN(Cc1ccncc1)C(=O)c1cnn(-c2nccc(-c3ccccc3F)n2)c1C(C)C,Enzymatic,"30,4",,,,,0.35,0.31343283582089554,0.38571428571428573,0.43548387096774194,0.29310344827586204,0.18571428571428572,0.3
QHM-0000938,CCCN1CCN(C(=O)c2cnn(-c3nccc(-c4ccccc4F)n3)c2C2CC2)CC1,Enzymatic,33,,,,,0.328125,0.29577464788732394,0.3835616438356164,0.4090909090909091,0.27419354838709675,0.12987012987012986,0.28125
QHM-0001039,Cc1ccc(C(=O)[O-])c(N2CCc3onc(-c4ccccc4F)c3C2)[nH+]1,Enzymatic,"47,2",,,,,0.43548387096774194,0.28,0.36363636363636365,0.3472222222222222,0.22058823529411764,0.21333333333333335,0.36507936507936506
QHM-0001042,CCCN1CCN(C(=O)c2cnn(-c3nccc(-c4ccccc4F)n3)c2C)CC1,Enzymatic,,"4,522878745",ND,ND,,0.328125,0.29577464788732394,0.3835616438356164,0.4090909090909091,0.27419354838709675,0.14473684210526316,0.28125
QHM-0001041,COCc1c(C(=O)N2CCN(C(C)C)CC2)cnn1-c1nccc(-c2ccccc2F)n1,Enzymatic,,"4,698970004",ND,ND,,0.32857142857142857,0.2987012987012987,0.3974358974358974,0.36486486486486486,0.24285714285714285,0.1875,0.2857142857142857
QHM-0001040,CC(C)Cc1cc(C(=O)N2CCc3[nH]nc(-c4ccccc4F)c3C2)n(C)n1,Enzymatic,,"4,920818754","6,397940009",ND,,0.3382352941176471,0.24050632911392406,0.35443037974683544,0.33783783783783783,0.2318840579710145,0.19230769230769232,0.29411764705882354
QHM-0000990,O=C1C2=CC=CC=C2N=C(NC2=CC3=C(OCCO3)C=C2)N1,Enzymatic,,"4,602059991",ND,ND,,0.32142857142857145,0.3728813559322034,0.40625,0.7083333333333334,0.36,0.26666666666666666,0.3148148148148148
QHM-0001062,O=C1NC(NC2=CC=C(C3=CC=CC=C3)C=C2)=NC2=CC=CC=C12,Enzymatic,"50,5",ND,"6,823908741","4,453457337",,0.34782608695652173,0.38,0.3448275862068966,1.0,0.47368421052631576,0.18518518518518517,0.37209302325581395
QHM-0001063,O=C1NC(NC2=CC(C3=CC=CC=C3)=CC=C2)=NC2=CC=CC=C12,Enzymatic,,"6,229147988",ND,ND,,0.34782608695652173,0.38,0.3448275862068966,1.0,0.47368421052631576,0.18518518518518517,0.37209302325581395
QHM-0001060,CC(NC1=CC=C(C#CC2=CC([N+]([O-])=O)=C(N)C(N)=C2)C=C1)=O,Enzymatic,,"4,148741651",ND,ND,,0.25,0.3508771929824561,0.43333333333333335,0.3448275862068966,0.4883720930232558,0.2,0.17543859649122806
QHM-0001059,NC1=CC=C(C#CC2=CC=CC(N)=C2)C=C1,Enzymatic,"60,3",,,,,0.2,0.2894736842105263,0.28888888888888886,0.35135135135135137,0.7142857142857143,0.1,0.21875
QHM-0001015,C1=CC(C#CC2=CC=C3C(=C2)C(F)=NN3)=CC=C1NC(C)=O,Enzymatic,,"4,769551079",ND,ND,Y,0.4222222222222222,0.42,0.3559322033898305,0.5319148936170213,0.5263157894736842,0.15789473684210525,0.4186046511627907
QHM-0001014,C1=CC(C#CC2=CC=C3C(=C2)C=NN3)=CC=C1NC(C)=O,Enzymatic,,5,ND,ND,Y,0.3333333333333333,0.3673469387755102,0.3103448275862069,0.5813953488372093,0.5882352941176471,0.16981132075471697,0.32558139534883723
QHM-0001013,C1=CC(C#CC2=CC=C3C(=C2)N=CN3)=CC=C1NC(C)=O,Enzymatic,,"4,602059991",ND,ND,,0.35714285714285715,0.3617021276595745,0.35185185185185186,0.625,0.6451612903225806,0.18,0.35
QHM-0001012,C1=CC(C#CC2=CC=C(N)C(N)=C2)=CC=C1NC(C)=O,Enzymatic,,"5,301029996",ND,ND,Y,0.3,0.40476190476190477,0.4782608695652174,0.42857142857142855,0.84,0.2,0.225
QHM-0000945,NC1=CC(C#CC2=CC=CC=C2C(N)=O)=CC=C1,Enzymatic,"91,8",,,,,0.2894736842105263,0.4,0.4444444444444444,0.46153846153846156,0.8695652173913043,0.18604651162790697,0.24324324324324326
QHM-0000944,NC1=CC=C(C#CC2=CC=C(NC(C)=O)C=C2)C=C1,Enzymatic,,"4,978810701",ND,ND,Y,0.2631578947368421,0.4473684210526316,0.391304347826087,0.47368421052631576,1.0,0.16279069767441862,0.25
QHM-0000931,O=C(OC)NC1=CC=C(C#CC2=CC=CC=C2)C=C1,Enzymatic,30,,,,,0.34210526315789475,0.4146341463414634,0.3958333333333333,0.37209302325581395,0.6071428571428571,0.20454545454545456,0.3333333333333333
