ID,SMILES,Screening,Enzyme activity (%),pIC50,pEC50,pCC50,Crystal structure,Tanimoto_brequinar,Tanimoto_teriflunomida,Tanimoto_H3D-003181,Tanimoto_QHM-0001063,Tanimoto_QHM-0000370,Tanimoto_QHM-0000001,Tanimoto_2D
B6,CC(O)c1ccc(cc1)[N+](=O)[O-],Crystallographic,ND,ND,ND,ND,,0.2222222222222222,0.2916666666666667,0.22413793103448276,0.16666666666666666,0.2564102564102564,0.2127659574468085,0.20930232558139536
B7,CCN(CC)c1cccc(NC(=O)C)c1,Crystallographic,ND,ND,ND,ND,Y,0.16666666666666666,0.3695652173913043,0.3333333333333333,0.3333333333333333,0.47058823529411764,0.1836734693877551,0.15217391304347827
B8,CCOC(=O)N1Cc2ccncc2C1,Crystallographic,ND,ND,ND,ND,,0.35294117647058826,0.26666666666666666,0.2878787878787879,0.3508771929824561,0.23529411764705882,0.2033898305084746,0.32
B9,c1cc(c(cc1CON)Cl)Cl,Crystallographic,ND,ND,ND,ND,Y,0.2619047619047619,0.17647058823529413,0.2777777777777778,0.10909090909090909,0.175,0.1702127659574468,0.21951219512195122
B10,B(c1ccccc1)(O)O,Crystallographic,ND,ND,ND,ND,,0.13513513513513514,0.16666666666666666,0.13725490196078433,0.13636363636363635,0.16129032258064516,0.15789473684210525,0.18181818181818182
B11,Oc1ccc(cc1)C(F)(F)F,Crystallographic,ND,ND,ND,ND,,0.23529411764705882,0.32432432432432434,0.23404255319148937,0.19047619047619047,0.125,0.2571428571428571,0.3
B12,c1c(cncc1C(F)(F)F)C#N,Crystallographic,ND,ND,ND,ND,,0.34375,0.3157894736842105,0.20408163265306123,0.275,0.15625,0.07142857142857142,0.3793103448275862
C1,Nc1cc(ccc1Cl)C(F)(F)F,Crystallographic,ND,ND,ND,ND,,0.3142857142857143,0.358974358974359,0.34782608695652173,0.22727272727272727,0.3333333333333333,0.11627906976744186,0.2647058823529412
C2,COc1c(F)c(F)cc(C(=O)O)c1F,Crystallographic,ND,ND,ND,ND,Y,0.42857142857142855,0.29545454545454547,0.29411764705882354,0.16,0.15789473684210525,0.40540540540540543,0.38235294117647056
C3,COc1cc(Cl)nc(SC)n1,Crystallographic,ND,ND,ND,ND,,0.3125,0.32075471698113206,0.234375,0.4489795918367347,0.2391304347826087,0.16071428571428573,0.30434782608695654
C4,COc1ccnc(NN)n1,Crystallographic,ND,ND,ND,ND,,0.2222222222222222,0.37735849056603776,0.30158730158730157,0.6086956521739131,0.3953488372093023,0.13333333333333333,0.21153846153846154
C5,COc1cc(CN)ccn1,Crystallographic,ND,ND,ND,ND,,0.27906976744186046,0.2916666666666667,0.3148148148148148,0.4318181818181818,0.4,0.1875,0.2682926829268293
C6,CC(=O)Nc1ccc(C)c(Cl)c1,Crystallographic,ND,ND,ND,ND,,0.3611111111111111,0.4358974358974359,0.3829787234042553,0.32558139534883723,0.5357142857142857,0.21428571428571427,0.2777777777777778
C7,C1CC(=O)Nc2ccccc12,Crystallographic,ND,ND,ND,ND,,0.3333333333333333,0.26,0.3333333333333333,0.4883720930232558,0.3888888888888889,0.2608695652173913,0.325
C8,CN1C(O)c2ccccc2C1=O,Crystallographic,ND,ND,ND,ND,Y,0.38095238095238093,0.32653061224489793,0.27586206896551724,0.3469387755102041,0.3,0.36363636363636365,0.34146341463414637
C9,COc1ccc2OCCNc2c1,Crystallographic,ND,ND,ND,ND,,0.3137254901960784,0.23333333333333334,0.3387096774193548,0.36363636363636365,0.22,0.2545454545454545,0.28
C10,NC(=S)c1ccc2OCOc2c1,Crystallographic,ND,ND,ND,ND,,0.29545454545454547,0.20754716981132076,0.21666666666666667,0.25,0.21428571428571427,0.22916666666666666,0.2857142857142857
C11,CCN(CCC(=O)O)C(=O)c1cccs1,Crystallographic,ND,ND,ND,ND,,0.1896551724137931,0.2459016393442623,0.3709677419354839,0.18461538461538463,0.21153846153846154,0.22413793103448276,0.2
C12,CN(Cc1ccco1)c1cc(Cl)nc(N)n1,Crystallographic,ND,ND,ND,ND,,0.2727272727272727,0.2833333333333333,0.30303030303030304,0.3684210526315789,0.28,0.1076923076923077,0.2641509433962264
D1,Cc1csc(Cc2ccccn2)n1,Crystallographic,ND,ND,ND,ND,,0.28205128205128205,0.16326530612244897,0.15789473684210525,0.28888888888888886,0.2222222222222222,0.10638297872340426,0.2702702702702703
D2,CCCS(=O)(=O)Nc1cc(N)c(F)cc1F,Crystallographic,ND,ND,ND,ND,Y,0.21212121212121213,0.3384615384615385,0.4117647058823529,0.2054794520547945,0.2542372881355932,0.15492957746478872,0.16666666666666666
D3,CN1CCC(CC1)NC(=O)OC(C)(C)C,Crystallographic,ND,ND,ND,ND,,0.21311475409836064,0.3064516129032258,0.30434782608695654,0.26153846153846155,0.23636363636363636,0.1875,0.2033898305084746
D4,COC(=O)C(N)Cc1ccc(F)cc1,Crystallographic,ND,ND,ND,ND,,0.40540540540540543,0.3409090909090909,0.3877551020408163,0.17647058823529413,0.3142857142857143,0.2,0.4
D5,CC(C)(C)OC(=O)NCc1ncccc1F,Crystallographic,ND,ND,ND,ND,,0.44680851063829785,0.3888888888888889,0.5,0.288135593220339,0.2653061224489796,0.25,0.3829787234042553
D6,COc1cccc(c1)C(=O)N1CCCC1,Crystallographic,ND,ND,ND,ND,Y,0.23529411764705882,0.2727272727272727,0.25396825396825395,0.2909090909090909,0.26666666666666666,0.2037037037037037,0.22448979591836735
D7,Fc1ccccc1S(=O)(=O)NCc1ccco1,Crystallographic,ND,ND,ND,ND,,0.23809523809523808,0.2318840579710145,0.38235294117647056,0.16216216216216217,0.16129032258064516,0.15942028985507245,0.20967741935483872
D8,CN(C)C(=O)N(C)C1CCS(=O)(=O)C1,Crystallographic,ND,ND,ND,ND,Y,0.1111111111111111,0.20833333333333334,0.24675324675324675,0.2222222222222222,0.1746031746031746,0.17142857142857143,0.1
D9,COC(=O)c1cc(ccc1)Br,Crystallographic,ND,ND,ND,ND,,0.4,0.2564102564102564,0.20833333333333334,0.1111111111111111,0.2,0.2222222222222222,0.39285714285714285
D10,Cc1ccc(cc1)NC(C)(C)C(=O)O,Crystallographic,ND,ND,ND,ND,,0.275,0.4146341463414634,0.3958333333333333,0.2553191489361702,0.40625,0.2619047619047619,0.2972972972972973
D11,OC(=O)CCc1nccs1,Crystallographic,ND,ND,ND,ND,,0.2857142857142857,0.17307692307692307,0.25,0.19230769230769232,0.14285714285714285,0.19148936170212766,0.34210526315789475
D12,CCN(CCO)c1cc(OC)ncn1,Crystallographic,ND,ND,ND,ND,Y,0.19402985074626866,0.27941176470588236,0.352112676056338,0.375,0.23333333333333334,0.18840579710144928,0.203125
E1,COC(=O)c1cccc(N)c1O,Crystallographic,ND,ND,ND,ND,,0.29545454545454547,0.391304347826087,0.40384615384615385,0.3,0.3783783783783784,0.37209302325581395,0.2558139534883721
E2,COC(=O)C1CCCCN1,Crystallographic,ND,ND,ND,ND,,0.29545454545454547,0.20754716981132076,0.30357142857142855,0.2037037037037037,0.21428571428571427,0.1568627450980392,0.2857142857142857
E3,O=C1CCN(C(=O)N1)c1ccccc1,Crystallographic,ND,ND,ND,ND,,0.2413793103448276,0.3389830508474576,0.41935483870967744,0.5094339622641509,0.32,0.21311475409836064,0.23214285714285715
E4,Nc1cc(no1)c1ccccc1,Crystallographic,ND,ND,ND,ND,,0.23404255319148937,0.32653061224489793,0.2982456140350877,0.5,0.4444444444444444,0.07142857142857142,0.25
E5,Cc1ccccc1CC(=O)N,Crystallographic,ND,ND,ND,ND,,0.2631578947368421,0.30952380952380953,0.391304347826087,0.2727272727272727,0.5,0.25,0.18421052631578946
E6,OC1CC2CCC(C1)N2Cc1ccccc1,Crystallographic,ND,ND,ND,ND,Y,0.23529411764705882,0.1864406779661017,0.27419354838709675,0.26785714285714285,0.16326530612244897,0.22641509433962265,0.2765957446808511
E7,CN1CCCc2cc(CN)ccc12,Crystallographic,ND,ND,ND,ND,Y,0.26,0.16666666666666666,0.25396825396825395,0.26785714285714285,0.26666666666666666,0.18181818181818182,0.22448979591836735
E8,COCCc1nnc(N)o1,Crystallographic,ND,ND,ND,ND,,0.171875,0.3225806451612903,0.3382352941176471,0.3387096774193548,0.2777777777777778,0.1323529411764706,0.16129032258064516
E9,COC(=O)Cc1ccc(OC)cc1OC,Crystallographic,ND,ND,ND,ND,,0.2619047619047619,0.2,0.23214285714285715,0.1509433962264151,0.14634146341463414,0.4864864864864865,0.19047619047619047
E10,CC(=O)Nc1c(cc(cc1)F)[N+](=O)[O-],Crystallographic,ND,ND,ND,ND,,0.3137254901960784,0.39622641509433965,0.43103448275862066,0.2711864406779661,0.35555555555555557,0.1896551724137931,0.23076923076923078
E11,OCc1cnc(s1)N1CCOCC1,Crystallographic,ND,ND,ND,ND,,0.21311475409836064,0.22727272727272727,0.3235294117647059,0.30158730158730157,0.1724137931034483,0.11764705882352941,0.24561403508771928
E12,Cn1c2ccc(N)cc2oc1=O,Crystallographic,ND,ND,ND,ND,,0.34615384615384615,0.3275862068965517,0.34375,0.5,0.3617021276595745,0.2413793103448276,0.28846153846153844
F1,COCn1c2ccccc2nn1,Crystallographic,ND,ND,ND,ND,,0.24561403508771928,0.21875,0.27941176470588236,0.3389830508474576,0.22641509433962265,0.140625,0.23636363636363636
F2,CCOC(=O)c1c[nH]nc1C(F)(F)F,Crystallographic,ND,ND,ND,ND,,0.4,0.34615384615384615,0.3620689655172414,0.26785714285714285,0.1875,0.18181818181818182,0.3333333333333333
F3,COCCOCC(=O)Nc1cccc(F)c1,Crystallographic,ND,ND,ND,ND,Y,0.2641509433962264,0.37037037037037035,0.45614035087719296,0.22950819672131148,0.32608695652173914,0.21052631578947367,0.2549019607843137
F4,Cc1cc(CNCCS(=O)(=O)C)ccc1Br,Crystallographic,ND,ND,ND,ND,,0.1935483870967742,0.19117647058823528,0.3235294117647059,0.10810810810810811,0.13333333333333333,0.1875,0.14516129032258066
F5,NCCNc1ccccc1,Crystallographic,ND,ND,ND,ND,,0.1111111111111111,0.2391304347826087,0.40425531914893614,0.23404255319148937,0.375,0.08333333333333333,0.11904761904761904
F6,CC(C)(C)NC(=O)C1CCCCN1,Crystallographic,ND,ND,ND,ND,,0.18867924528301888,0.2727272727272727,0.38596491228070173,0.2909090909090909,0.32558139534883723,0.14035087719298245,0.17647058823529413
F7,CC(C)(C)OC(=O)c1cc(ncc1)Cl,Crystallographic,ND,ND,ND,ND,,0.5142857142857142,0.30434782608695654,0.23214285714285715,0.22,0.20512820512820512,0.25,0.5151515151515151
F8,CNCc1ccc(O)cc1,Crystallographic,ND,ND,ND,ND,,0.16666666666666666,0.2727272727272727,0.27450980392156865,0.2391304347826087,0.2647058823529412,0.275,0.1794871794871795
F9,Oc1ccc(cc1)c1ccccn1,Crystallographic,ND,ND,ND,ND,,0.4375,0.20454545454545456,0.19230769230769232,0.42105263157894735,0.25,0.2631578947368421,0.5357142857142857
F10,CC(N)c1ccc(OCC2CC2)c(F)c1,Crystallographic,ND,ND,ND,ND,,0.34146341463414637,0.2916666666666667,0.2909090909090909,0.21153846153846154,0.2564102564102564,0.26666666666666666,0.2682926829268293
F11,FS(=O)(=O)c1ccc(cc1)CCN,Crystallographic,ND,ND,ND,ND,,0.15789473684210525,0.21666666666666667,0.3225806451612903,0.12121212121212122,0.15384615384615385,0.11475409836065574,0.16666666666666666
F12,CC(C)NCc1ccc(nc1)N1CCCC1C,Crystallographic,ND,ND,ND,ND,,0.21052631578947367,0.1875,0.2318840579710145,0.3050847457627119,0.21153846153846154,0.14516129032258066,0.17857142857142858
G1,COC(=O)c1ccc2nccnc2c1,Crystallographic,ND,ND,ND,ND,,0.59375,0.23404255319148937,0.2641509433962264,0.40476190476190477,0.3235294117647059,0.2619047619047619,0.6
G2,COC(=O)COc1cccc(CN)c1,Crystallographic,ND,ND,ND,ND,,0.21739130434782608,0.23529411764705882,0.3090909090909091,0.20754716981132076,0.25,0.3488372093023256,0.20454545454545456
G3,CCOc1cccc(c1)C(=N)N,Crystallographic,ND,ND,ND,ND,,0.17391304347826086,0.2708333333333333,0.22807017543859648,0.3191489361702128,0.3333333333333333,0.21739130434782608,0.1590909090909091
G4,COc1ccc(NC(=O)C)cc1,Crystallographic,ND,ND,ND,ND,Y,0.24390243902439024,0.45,0.3137254901960784,0.40476190476190477,0.5,0.2926829268292683,0.23076923076923078
G5,CC(C)NC(=O)Nc1ccccc1,Crystallographic,ND,ND,ND,ND,,0.1951219512195122,0.4358974358974359,0.32653061224489793,0.46153846153846156,0.5925925925925926,0.18604651162790697,0.1794871794871795
G6,OC(=O)CNCc1cccc(F)c1,Crystallographic,ND,ND,ND,ND,,0.30952380952380953,0.3191489361702128,0.5106382978723404,0.16666666666666666,0.225,0.1875,0.3684210526315789
G7,Cn1cnnc1SCC(=O)O,Crystallographic,ND,ND,ND,ND,,0.2727272727272727,0.2222222222222222,0.30303030303030304,0.23809523809523808,0.16363636363636364,0.18032786885245902,0.24074074074074073
G8,CCNC(=O)CSc1nnc(o1)C(C)C,Crystallographic,ND,ND,ND,ND,Y,0.1774193548387097,0.25,0.3283582089552239,0.2857142857142857,0.24074074074074073,0.13636363636363635,0.16666666666666666
G9,CC(=O)NC(CCc1ccccc1)C(=O)O,Crystallographic,ND,ND,ND,ND,Y,0.2391304347826087,0.3617021276595745,0.4897959183673469,0.25,0.3783783783783784,0.2826086956521739,0.2558139534883721
G10,Clc1nnnn1c1ccccc1,Crystallographic,ND,ND,ND,ND,,0.3191489361702128,0.23214285714285715,0.25806451612903225,0.34615384615384615,0.21739130434782608,0.0847457627118644,0.2826086956521739
G11,CC(=O)Nc1cccc(CO)c1,Crystallographic,ND,ND,ND,ND,,0.24390243902439024,0.48717948717948717,0.45652173913043476,0.3409090909090909,0.5517241379310345,0.23255813953488372,0.2631578947368421
G12,O=C(N/N=C/c1cccs1)C1CC1,Crystallographic,ND,ND,ND,ND,Y,0.14285714285714285,0.23529411764705882,0.22033898305084745,0.2549019607843137,0.3157894736842105,0.09433962264150944,0.15217391304347827
H1,CCN(CC)CCOc1ccc(cc1)[N+](=O)[O-],Crystallographic,ND,ND,ND,ND,,0.15151515151515152,0.2028985507246377,0.2602739726027397,0.18309859154929578,0.1864406779661017,0.21875,0.12307692307692308
H2,O=C(CCC1CCCC1)N1CCNCC1,Crystallographic,ND,ND,ND,ND,,0.16666666666666666,0.20689655172413793,0.3389830508474576,0.2909090909090909,0.26666666666666666,0.08333333333333333,0.17647058823529413
H3,CC(N(C)C(=O)OCc1ccccc1)C(=O)O,Crystallographic,ND,ND,ND,ND,,0.23404255319148937,0.3,0.37037037037037035,0.2,0.2682926829268293,0.2765957446808511,0.25
H4,O=C(NCC#N)OCc1ccccc1,Crystallographic,ND,ND,ND,ND,,0.21739130434782608,0.3404255319148936,0.44,0.2549019607843137,0.3157894736842105,0.1836734693877551,0.23255813953488372
H5,Cc1cc(NCc2cccnc2)nc(N)n1,Crystallographic,ND,ND,ND,ND,,0.26666666666666666,0.30612244897959184,0.35185185185185186,0.5116279069767442,0.4166666666666667,0.11320754716981132,0.2558139534883721
H6,CCOC(=O)/C=C/c1ccc(N)cc1,Crystallographic,ND,ND,ND,ND,,0.2894736842105263,0.36585365853658536,0.32653061224489793,0.2391304347826087,0.43333333333333335,0.24390243902439024,0.2777777777777778
H7,Oc1ccc(NC(=O)Cn2cccn2)cc1,Crystallographic,ND,ND,ND,ND,Y,0.21666666666666667,0.3793103448275862,0.48333333333333334,0.4727272727272727,0.34,0.19047619047619047,0.25
H8,CN(Cc1cnn(C)c1)C(=O)C1CCC=CC1,Crystallographic,ND,ND,ND,ND,Y,0.19642857142857142,0.2542372881355932,0.22058823529411764,0.29310344827586204,0.2708333333333333,0.15,0.18518518518518517
H9,FC(N1CN(F)C=N1)C(=O)c1ccccc1,Crystallographic,ND,ND,ND,ND,,0.25,0.2631578947368421,0.2857142857142857,0.25862068965517243,0.18,0.09836065573770492,0.2653061224489796
H10,CC(NCCn1cccn1)c1ccc(F)cc1,Crystallographic,ND,ND,ND,ND,,0.2692307692307692,0.21666666666666667,0.30158730158730157,0.23333333333333334,0.2,0.0967741935483871,0.26
H11,O=C(NCC1CCCO1)NC1CCCC1,Crystallographic,ND,ND,ND,ND,,0.13793103448275862,0.2807017543859649,0.3898305084745763,0.27586206896551724,0.25,0.13333333333333333,0.14545454545454545
H12,c1csc(c1)CCNC(=O)c1ccncc1,Crystallographic,ND,ND,ND,ND,,0.2553191489361702,0.24528301886792453,0.36363636363636365,0.3958333333333333,0.358974358974359,0.10909090909090909,0.2727272727272727
2A,FC1=CC=C(N=C(C2=CC=CC=C2)C=C3C(O)=O)C3=C1,VS - Target fishing,2,"5,714442691",ND,ND,Y,0.8214285714285714,0.28888888888888886,0.3137254901960784,0.37209302325581395,0.25,0.2619047619047619,1.0
2B,FC1=CC=C(N=C(C2=CC=C(C)C=C2)C=C3C(O)=O)C3=C1,VS - Target fishing,"0,42","5,769551079",ND,ND,Y,0.8571428571428571,0.3111111111111111,0.3076923076923077,0.36363636363636365,0.2777777777777778,0.2857142857142857,0.96
2C,FC1=CC=C(N=C(C2=CC=CC=C2C)C=C3C(O)=O)C3=C1,VS - Target fishing,"5,9","5,823908741",ND,ND,Y,0.9285714285714286,0.2978723404255319,0.34615384615384615,0.34782608695652173,0.2631578947368421,0.3333333333333333,0.8888888888888888
2D,FC1=CC=C(N=C(C2=CC=C(C3=CC=CC=C3)C=C2)C=C4C(O)=O)C4=C1,VS - Target fishing,2,"7,568636236",ND,ND,Y,0.8214285714285714,0.28888888888888886,0.3137254901960784,0.37209302325581395,0.25,0.2619047619047619,1.0
2E,FC1=CC=C(N=C(C2=CC=C(C=CC=C3)C3=C2)C=C4C(O)=O)C4=C1,VS - Target fishing,"1,3","6,337242168",ND,ND,Y,0.8214285714285714,0.28888888888888886,0.3137254901960784,0.37209302325581395,0.25,0.2619047619047619,1.0
2F,FC1=CC=C(N=C(C2=CC=C(F)C=C2)C=C3C(O)=O)C3=C1,VS - Target fishing,"1,2","6,036212173",ND,ND,Y,0.8214285714285714,0.28888888888888886,0.3137254901960784,0.37209302325581395,0.25,0.2619047619047619,1.0
2H,FC1=CC=C(N=C(C2=CC=C(O)C=C2)C=C3C(O)=O)C3=C1,VS - Target fishing,"4,4","5,050609993",ND,ND,,0.6764705882352942,0.30612244897959184,0.32727272727272727,0.4444444444444444,0.24390243902439024,0.3409090909090909,0.8
2I,FC1=CC=C(N=C(C2=CC=CC(O)=C2)C=C3C(O)=O)C3=C1,VS - Target fishing,"8,62","4,769551079",ND,ND,,0.6764705882352942,0.30612244897959184,0.32727272727272727,0.4444444444444444,0.24390243902439024,0.3409090909090909,0.8
2J,FC1=CC=C(N=C(C2=CC=C(OC)C=C2)C=C3C(O)=O)C3=C1,VS - Target fishing,"0,8","5,943095149",ND,ND,Y,0.6857142857142857,0.29411764705882354,0.29310344827586204,0.3958333333333333,0.23255813953488372,0.35555555555555557,0.75
2K,FC1=CC=C(N=C(C2=CC(OCO3)=C3C=C2)C=C4C(O)=O)C4=C1,VS - Target fishing,"1,3","5,568636236",ND,ND,Y,0.6,0.24561403508771928,0.3114754098360656,0.3333333333333333,0.1836734693877551,0.29411764705882354,0.6486486486486487
Brequinar,Cc1c(nc2ccc(F)cc2c1C([O-])=O)-c3ccc(cc3)-c4ccccc4F,,,,,,,1.0,0.2708333333333333,0.32075471698113206,0.34782608695652173,0.2631578947368421,0.3023255813953488,0.8214285714285714
Teriflunomida,O=C(NC1=CC=C(C=C1)C(F)(F)F)/C(C#N)=C(C)\O,,,,,,,0.2708333333333333,1.0,0.5098039215686274,0.38,0.4473684210526316,0.2857142857142857,0.28888888888888886
